comune,ref,numero_comuni,comuni_capoluogo,comuni_sup_15000,comuni_inf_15000,comuni_rinnovo_motivi_diversi,comuni_sciolti_rinnovo,popolazione_2021,sezioni_2023,elettori_2023,CODICE ISTAT
MOMBARCARO,06_table_01,1.0,,,inf,,,250,1,198,004124
MOMBASIGLIO,06_table_01,1.0,,,inf,,,617,1,655,004125
MONASTEROLO CASOTTO,06_table_01,1.0,,,inf,,,80,1,78,004127
MONASTEROLO DI SAVIGLIANO,06_table_01,1.0,,,inf,,,1335,1,1235,004128
MONCHIERO,06_table_01,1.0,,,inf,,,585,1,415,004129
MONFORTE D'ALBA,06_table_01,1.0,,,inf,,,1954,2,1416,004132
MONTA',06_table_01,1.0,,,inf,,,4684,5,3630,004133
MONTALDO DI MONDOVI',06_table_01,1.0,,,inf,,,530,2,438,004134
MONTANERA,06_table_01,1.0,,,inf,,,714,1,515,004136
MONTELUPO ALBESE,06_table_01,1.0,,,inf,,,480,1,366,004137
MONTEMALE DI CUNEO,06_table_01,1.0,,,inf,,,214,1,282,004138
MONTEU ROERO,06_table_01,1.0,,,inf,,,1634,2,1477,004140
MONTEZEMOLO,06_table_01,1.0,,,inf,,,225,1,185,004141
MONTICELLO D'ALBA,06_table_01,1.0,,,inf,,,2351,2,1808,004142
MORETTA,06_table_01,1.0,,,inf,,,4078,4,3940,004143
MURAZZANO,06_table_01,1.0,,,inf,,,830,1,961,004145
NEIVE,06_table_01,1.0,,,inf,,,3328,4,2497,004148
NEVIGLIE,06_table_01,1.0,,,inf,,,367,1,297,004149
NIELLA BELBO,06_table_01,1.0,,,inf,,,347,1,276,004150
NIELLA TANARO,06_table_01,1.0,,,inf,,,956,1,740,004151
NOVELLO,06_table_01,1.0,,,inf,,,960,1,741,004152
ONCINO,06_table_01,1.0,,,inf,,,87,1,80,004154
ORMEA,06_table_01,1.0,,,inf,,,1477,2,1555,004155
OSTANA,06_table_01,1.0,,,inf,,,85,1,68,004156
PAESANA,06_table_01,1.0,,,inf,,,2637,3,2210,004157
PAGNO,06_table_01,1.0,,,inf,,,584,1,498,004158
PAMPARATO,06_table_01,1.0,,,inf,,,270,2,248,004159
PAROLDO,06_table_01,1.0,,,inf,,,195,1,149,004160
PERLETTO,06_table_01,1.0,,,inf,,,260,1,213,004161
PERLO,06_table_01,1.0,,,inf,,,108,1,276,004162
PIANFEI,06_table_01,1.0,,,inf,,,2100,3,2108,004165
PIASCO,06_table_01,1.0,,,inf,,,2696,3,2457,004166
PIETRAPORZIO,06_table_01,1.0,,,inf,,,73,1,65,004167
PIOBESI D'ALBA,06_table_01,1.0,,,inf,,,1403,1,1116,004168
PIOZZO,06_table_01,1.0,,,inf,,,984,1,925,004169
POCAPAGLIA,06_table_01,1.0,,,inf,,,3287,3,2830,004170
POLONGHERA,06_table_01,1.0,,,inf,,,1112,1,868,004171
PRADLEVES,06_table_01,1.0,,,inf,,,241,1,234,004173
PRIOCCA,06_table_01,1.0,,,inf,,,2025,2,1651,004176
PRIOLA,06_table_01,1.0,,,inf,,,658,3,722,004177
REVELLO,06_table_01,1.0,,,inf,,,4193,4,4228,004180
RIFREDDO,06_table_01,1.0,,,inf,,,1050,1,832,004181
ROASCIO,06_table_01,1.0,,,inf,,,91,1,72,004184
ROBILANTE,06_table_01,1.0,,,inf,,,2147,3,1670,004185
ROBURENT,06_table_01,1.0,,,inf,,#,476,3,506,004186
ROCCA CIGLIE',06_table_01,1.0,,,inf,,,125,1,107,004188
ROCCA DE' BALDI,06_table_01,1.0,,,inf,,,1565,2,1387,004189
ROCCABRUNA,06_table_01,1.0,,,inf,,,1531,2,1352,004187
ROCCASPARVERA,06_table_01,1.0,,,inf,,,743,1,573,004191
ROCCAVIONE,06_table_01,1.0,,,inf,,,2636,3,2319,004192
ROCCHETTA BELBO,06_table_01,1.0,,,inf,,,155,1,134,004193
RODDINO,06_table_01,1.0,,,inf,,,409,1,385,004195
RODELLO,06_table_01,1.0,,,inf,,,963,1,789,004196
RUFFIA,06_table_01,1.0,,,inf,,,364,1,359,004198
SALE DELLE LANGHE,06_table_01,1.0,,,inf,,,472,1,387,004199
SALE SAN GIOVANNI,06_table_01,1.0,,,inf,,,154,1,134,004200
SALUZZO,06_table_01,1.0,,SUP,,,,17433,18,14452,004203
SAMBUCO,06_table_01,1.0,,,inf,,,86,1,133,004204
SAN BENEDETTO BELBO,06_table_01,1.0,,,inf,,,151,1,227,004206
SAN DAMIANO MACRA,06_table_01,1.0,,,inf,,,414,1,410,004207
SANFRE',06_table_01,1.0,,,inf,,,3050,3,2465,004208
SANFRONT,06_table_01,1.0,,,inf,,,2289,3,1877,004209
SANT'ALBANO STURA,06_table_01,1.0,,,inf,,,2357,2,1981,004211
SANTA VITTORIA D'ALBA,06_table_01,1.0,,,inf,,,2874,3,2201,004212
SCAGNELLO,06_table_01,1.0,,,inf,,,174,1,142,004216
SCARNAFIGI,06_table_01,1.0,,,inf,,,2149,2,1941,004217
SERRALUNGA D'ALBA,06_table_01,1.0,,,inf,,,554,1,400,004218
SERRAVALLE LANGHE,06_table_01,1.0,,,inf,,,300,1,292,004219
SINIO,06_table_01,1.0,,,inf,,,478,1,361,004220
SOMANO,06_table_01,1.0,,,inf,,,310,1,435,004221
SOMMARIVA PERNO,06_table_01,1.0,,,inf,,,2694,3,2319,004223
STROPPO,06_table_01,1.0,,,inf,,,96,1,110,004224
TARANTASCA,06_table_01,1.0,,,inf,,,2166,3,2094,004225
TORRE BORMIDA,06_table_01,1.0,,,inf,,,162,1,147,004226
TORRE MONDOVI',07_table_01,1.0,,,inf,,,489,2,401,004227
TORRE SAN GIORGIO,07_table_01,1.0,,,inf,,,744,1,809,004228
TORRESINA,07_table_01,1.0,,,inf,,,48,1,43,004229
TREZZO TINELLA,07_table_01,1.0,,,inf,,,303,1,242,004231
TRINITA',07_table_01,1.0,,,inf,,,2231,2,2036,004232
VALGRANA,07_table_01,1.0,,,inf,,,808,1,695,004234
VALLORIATE,07_table_01,1.0,,,inf,,,99,1,90,004235
VENASCA,07_table_01,1.0,,,inf,,,1348,2,1263,004237
VERDUNO,07_table_01,1.0,,,inf,,,562,2,481,004238
VERZUOLO,07_table_01,1.0,,,inf,,,6417,5,5218,004240
VIGNOLO,07_table_01,1.0,,,inf,,,2643,2,2241,004243
VILLAFALLETTO,07_table_01,1.0,,,inf,,,2859,3,2154,004244
VILLANOVA SOLARO,07_table_01,1.0,,,inf,,,735,1,865,004246
VILLAR SAN COSTANZO,07_table_01,1.0,,,inf,,,1541,2,1420,004247
VIOLA,07_table_01,1.0,,,inf,,,359,1,367,004249
VOTTIGNASCO,07_table_01,1.0,,,inf,,,497,1,411,004250
AGRATE CONTURBIA,07_table_02,1.0,,,inf,,,1520,2,1298,003001
AMENO,07_table_02,1.0,,,inf,*,,850,1,806,003002
ARMENO,07_table_02,1.0,,,inf,,,2110,3,2117,003006
ARONA,07_table_02,1.0,,,inf,*,,13675,15,12191,003008
BARENGO,07_table_02,1.0,,,inf,,,730,1,617,003012
BELLINZAGO NOVARESE,07_table_02,1.0,,,inf,,,9444,9,7666,003016
BOLZANO NOVARESE,07_table_02,1.0,,,inf,,,1149,1,1043,003022
BORGOLAVEZZARO,07_table_02,1.0,,,inf,,,1956,2,1844,003023
BRIGA NOVARESE,07_table_02,1.0,,,inf,,,2763,3,2342,003026
BRIONA,07_table_02,1.0,,,inf,,,1105,1,927,003027
CALTIGNAGA,07_table_02,1.0,,,inf,,,2504,3,2062,003030
CAMERI,07_table_02,1.0,,,inf,,,10660,8,8849,003032
CARPIGNANO SESIA,07_table_02,1.0,,,inf,,,2470,2,1998,003036
CASALBELTRAME,07_table_02,1.0,,,inf,,,991,1,743,003037
CASALINO,07_table_02,1.0,,,inf,,,1523,2,1223,003040
CASTELLAZZO NOVARESE,07_table_02,1.0,,,inf,,,316,1,240,003042
CASTELLETTO SOPRA TICINO,07_table_02,1.0,,,inf,,,9826,8,8380,003043
CAVAGLIETTO,07_table_02,1.0,,,inf,,,381,1,380,003044
CAVALLIRIO,07_table_02,1.0,,,inf,,,1307,1,1098,003047
CERANO,07_table_02,1.0,,,inf,,,6712,6,5086,003049
COLAZZA,07_table_02,1.0,,,inf,,,530,1,473,003051
CRESSA,07_table_02,1.0,,,inf,,,1604,2,1251,003055
CUREGGIO,07_table_02,1.0,,,inf,,,2576,2,2286,003058
FARA NOVARESE,07_table_02,1.0,,,inf,,,2007,2,1564,003065
FONTANETO D'AGOGNA,07_table_02,1.0,,,inf,,#,2592,2,2815,003066
GALLIATE,07_table_02,1.0,,SUP,,,,15551,12,12539,003068
GARGALLO,07_table_02,1.0,,,inf,,,1764,2,1493,003070
GATTICO-VERUNO,07_table_02,1.0,,,inf,,,5224,6,4673,003166
GHEMME,07_table_02,1.0,,,inf,,,3386,4,3018,003073
GOZZANO,07_table_02,1.0,,,inf,,,5487,5,4669,003076
GRIGNASCO,07_table_02,1.0,,,inf,,,4345,5,3927,003079
MAGGIORA,07_table_02,1.0,,,inf,,,1609,2,1615,003088
MANDELLO VITTA,07_table_02,1.0,,,inf,,,228,1,181,003090
MARANO TICINO,07_table_02,1.0,,,inf,,,1568,2,1267,003091
MASSINO VISCONTI,07_table_02,1.0,,,inf,,,1124,1,891,003093
MEINA,07_table_02,1.0,,,inf,,,2372,3,2051,003095
MOMO,07_table_02,1.0,,,inf,,,2393,3,2106,003100
OLEGGIO,07_table_02,1.0,,,inf,,,14204,10,11810,003108
OLEGGIO CASTELLO,07_table_02,1.0,,,inf,,,2203,2,1904,003109
ORTA SAN GIULIO,07_table_02,1.0,,,inf,,,1131,1,1166,003112
PARUZZARO,07_table_02,1.0,,,inf,,,2143,2,1740,003114
PELLA,07_table_02,1.0,,,inf,,,894,1,752,003115
PISANO,07_table_02,1.0,,,inf,,,779,1,710,003119
POGNO,07_table_02,1.0,,,inf,,,1350,2,1099,003120
PRATO SESIA,07_table_02,1.0,,,inf,,,1849,2,1640,003122
RECETTO,07_table_02,1.0,,,inf,,,956,1,716,003129
ROMAGNANO SESIA,07_table_02,1.0,,,inf,,,3677,3,3129,003130
ROMENTINO,07_table_02,1.0,,,inf,,,5625,4,4360,003131
SAN MAURIZIO D'OPAGLIO,07_table_02,1.0,,,inf,,,2994,3,2486,003133
SILLAVENGO,07_table_02,1.0,,,inf,,,556,1,460,003138
SIZZANO,07_table_02,1.0,,,inf,,,1360,2,1119,003139
SOZZAGO,07_table_02,1.0,,,inf,,,1088,1,896,003141
TERDOBBIATE,07_table_02,1.0,,,inf,,,459,1,396,003144
TORNACO,07_table_02,1.0,,,inf,,,875,1,785,003146
VESPOLATE,07_table_02,1.0,,,inf,,,2015,2,1826,003158
VICOLUNGO,07_table_02,1.0,,,inf,,,826,1,710,003159
AGLIE',08_table_01,1.0,,,inf,,,2562,3,2063,001001
AIRASCA,08_table_01,1.0,,,inf,,,3660,3,3394,001002
ALA DI STURA,08_table_01,1.0,,,inf,,,467,1,407,001003
ALMESE,08_table_01,1.0,,,inf,,,6331,6,5414,001006
ALPETTE,08_table_01,1.0,,,inf,,,240,1,218,001007
ANDEZENO,08_table_01,1.0,,,inf,,,2036,2,1628,001009
ANDRATE,08_table_01,1.0,,,inf,,,474,1,390,001010
ARIGNANO,08_table_01,1.0,,,inf,,,1072,1,940,001012
BALME,08_table_01,1.0,,,inf,,,105,1,96,001019
BANCHETTE,08_table_01,1.0,,,inf,,,3085,3,2678,001020
BARBANIA,08_table_01,1.0,,,inf,,,1570,2,1372,001021
BARONE CANAVESE,08_table_01,1.0,,,inf,,,556,1,456,001023
BOBBIO PELLICE,08_table_01,1.0,,,inf,,,539,1,448,001026
BORGARO TORINESE,08_table_01,1.0,,,inf,,,11827,10,9800,001028
BORGIALLO,08_table_01,1.0,,,inf,,,582,1,455,001029
BORGOFRANCO D'IVREA,08_table_01,1.0,,,inf,,,3555,4,3087,001030
BORGONE SUSA,08_table_01,1.0,,,inf,,,2151,2,1928,001032
BOSCONERO,08_table_01,1.0,,,inf,,,3066,3,2665,001033
BRANDIZZO,08_table_01,1.0,,,inf,,,8701,8,7137,001034
BRICHERASIO,08_table_01,1.0,,,inf,,,4616,4,4556,001035
BROZOLO,08_table_01,1.0,,,inf,,,454,1,401,001037
BRUINO,08_table_01,1.0,,,inf,,,8489,7,7089,001038
BURIASCO,08_table_01,1.0,,,inf,,,1337,2,1417,001041
BUROLO,08_table_01,1.0,,,inf,,,1105,1,931,001042
BUSANO,08_table_01,1.0,,,inf,,,1622,2,1305,001043
BUTTIGLIERA ALTA,08_table_01,1.0,,,inf,,,6304,7,5079,001045
CALUSO,08_table_01,1.0,,,inf,,,7388,8,6764,001047
CAMPIGLIONE FENILE,08_table_01,1.0,,,inf,,,1330,1,1254,001049
CANDIA CANAVESE,08_table_01,1.0,,,inf,,,1209,2,1195,001050
CANDIOLO,08_table_01,1.0,,,inf,,,5610,5,4756,001051
CANISCHIO,08_table_01,1.0,,,inf,,,286,1,256,001052
CANTALUPA,08_table_01,1.0,,,inf,,,2602,2,2426,001053
CANTOIRA,08_table_01,1.0,,,inf,,,596,1,515,001054
CAPRIE,08_table_01,1.0,,,inf,,,2060,2,1701,001055
CAREMA,08_table_01,1.0,,,inf,,,739,1,605,001057
CASELETTE,08_table_01,1.0,,,inf,,,3034,3,2531,001062
CASTAGNETO PO,08_table_01,1.0,,,inf,,,1763,2,1635,001064
CASTAGNOLE PIEMONTE,08_table_01,1.0,,,inf,,,2179,2,1755,001065
CASTIGLIONE TORINESE,08_table_01,1.0,,,inf,,,6469,6,5442,001068
CAVOUR,08_table_01,1.0,,,inf,,,5374,5,4262,001070
CERCENASCO,08_table_01,1.0,,,inf,,,1782,2,1460,001071
CERESOLE REALE,08_table_01,1.0,,,inf,,,159,1,139,001073
CESANA TORINESE,08_table_01,1.0,,,inf,,,913,1,806,001074
CHIANOCCO,08_table_01,1.0,,,inf,,,1552,2,1354,001076
CHIAVERANO,08_table_01,1.0,,,inf,,,1985,3,1791,001077
CHIERI,08_table_01,1.0,,SUP,,,,35916,35,29719,001078
CHIESANUOVA,08_table_01,1.0,,,inf,,,231,1,161,001079
CHIOMONTE,08_table_01,1.0,,,inf,,,870,2,779,001080
CHIUSA DI SAN MICHELE,08_table_01,1.0,,,inf,,,1556,2,1252,001081
CICONIO,08_table_01,1.0,,,inf,,,364,1,308,001083
CINTANO,08_table_01,1.0,,,inf,,,240,1,219,001084
CINZANO,08_table_01,1.0,,,inf,,,323,1,318,001085
COASSOLO TORINESE,08_table_01,1.0,,,inf,,,1444,2,1298,001088
COAZZE,08_table_01,1.0,,,inf,,,3218,3,2883,001089
COLLEGNO,08_table_01,1.0,,SUP,,,,48574,44,40696,001090
COLLERETTO CASTELNUOVO,08_table_01,1.0,,,inf,,,312,1,265,001091
COLLERETTO GIACOSA,08_table_01,1.0,,,inf,,,596,1,525,001092
CONDOVE,08_table_01,1.0,,,inf,,,4437,5,3881,001093
CORIO,08_table_01,1.0,,,inf,,,3048,4,2725,001094
COSSANO CANAVESE,08_table_01,1.0,,,inf,,,440,1,405,001095
CUMIANA,08_table_01,1.0,,,inf,,,7821,7,7279,001097
DRUENTO,08_table_01,1.0,,,inf,,,8973,8,7618,001099
EXILLES,08_table_01,1.0,,,inf,,,241,1,290,001100
FIORANO CANAVESE,08_table_01,1.0,,,inf,,,735,1,673,001105
FOGLIZZO,08_table_01,1.0,,,inf,,,2265,2,1953,001106
FORNO CANAVESE,08_table_01,1.0,,,inf,,,3230,4,2701,001107
FRONT,08_table_01,1.0,,,inf,,,1613,2,1377,001109
FROSSASCO,08_table_01,1.0,,,inf,,,2799,3,2752,001110
GARZIGLIANA,08_table_01,1.0,,,inf,,,530,1,462,001111
GASSINO TORINESE,08_table_01,1.0,,,inf,,,9361,9,7813,001112
GIAGLIONE,08_table_01,1.0,,,inf,,,592,1,537,001114
GIAVENO,08_table_01,1.0,,SUP,,,,16214,17,14045,001115
GROSCAVALLO,08_table_01,1.0,,,inf,,,191,1,175,001118
GROSSO,08_table_01,1.0,,,inf,,,987,1,857,001119
INGRIA,08_table_01,1.0,,,inf,,,42,1,66,001121
INVERSO PINASCA,08_table_01,1.0,,,inf,,,697,1,660,001122
ISSIGLIO,09_table_01,1.0,,,inf,,,409,1,354,001124
LA CASSA,09_table_01,1.0,,,inf,,,1773,2,1484,001126
LEINI,09_table_01,1.0,,SUP,,,,16321,16,13134,001130
LESSOLO,09_table_01,1.0,,,inf,,#,1777,2,1581,001132
LEVONE,09_table_01,1.0,,,inf,,,443,1,430,001133
LOCANA,09_table_01,1.0,,,inf,,,1339,3,1199,001134
LOMBARDORE,09_table_01,1.0,,,inf,,,1670,2,1536,001135
LORANZE',09_table_01,1.0,,,inf,,,1149,2,955,001137
LUSERNA SAN GIOVANNI,09_table_01,1.0,,,inf,,,7162,8,6471,001139
LUSERNETTA,09_table_01,1.0,,,inf,,,480,1,562,001140
MACELLO,09_table_01,1.0,,,inf,,,1155,2,933,001142
MAGLIONE,09_table_01,1.0,,,inf,,,419,1,361,001143
MATTIE,09_table_01,1.0,,,inf,,,658,1,664,001147
MAZZE',09_table_01,1.0,,,inf,,,4181,5,3845,001148
MEANA DI SUSA,09_table_01,1.0,,,inf,,,805,1,753,001149
MERCENASCO,09_table_01,1.0,,,inf,,,1291,2,893,001150
MEZZENILE,09_table_01,1.0,,,inf,,,736,1,657,001152
MONASTERO DI LANZO,09_table_01,1.0,,,inf,,,328,1,285,001155
MONCENISIO,09_table_01,1.0,,,inf,,,41,1,47,001157
MONTALTO DORA,09_table_01,1.0,,,inf,,,3304,3,2978,001160
MONTANARO,09_table_01,1.0,,,inf,,,5118,5,4695,001161
MORIONDO TORINESE,09_table_01,1.0,,,inf,,,853,1,675,001163
NOLE,09_table_01,1.0,,,inf,,,6803,7,5711,001166
NOMAGLIO,09_table_01,1.0,,,inf,,,283,1,291,001167
NONE,09_table_01,1.0,,,inf,,,7830,7,6631,001168
OGLIANICO,09_table_01,1.0,,,inf,,,1455,2,1185,001170
OSASCO,09_table_01,1.0,,,inf,,,1153,1,1115,001173
OULX,09_table_01,1.0,,,inf,,,3293,4,2833,001175
PALAZZO CANAVESE,09_table_01,1.0,,,inf,,,839,1,728,001177
PANCALIERI,09_table_01,1.0,,,inf,,,1992,2,1836,001178
PAVONE CANAVESE,09_table_01,1.0,,,inf,,,3635,4,3146,001181
PECETTO TORINESE,09_table_01,1.0,,,inf,,,4046,4,3440,001183
PEROSA ARGENTINA,09_table_01,1.0,,,inf,,,3094,4,2681,001184
PERRERO,09_table_01,1.0,,,inf,,,583,2,480,001186
PESSINETTO,09_table_01,1.0,,,inf,,,608,1,549,001188
PINASCA,09_table_01,1.0,,,inf,,,2853,3,2518,001190
PIOBESI TORINESE,09_table_01,1.0,,,inf,,,3818,3,3263,001193
PIOSSASCO,09_table_01,1.0,,SUP,,,,18087,15,15377,001194
PISCINA,09_table_01,1.0,,,inf,,,3319,3,3288,001195
PIVERONE,09_table_01,1.0,,,inf,,,1302,1,1231,001196
POIRINO,09_table_01,1.0,,,inf,,,10179,9,8524,001197
POMARETTO,09_table_01,1.0,,,inf,,,971,1,807,001198
PONT CANAVESE,09_table_01,1.0,,,inf,*,,3087,4,2634,001199
PRAGELATO,09_table_01,1.0,,,inf,,,735,1,546,001201
PRALI,09_table_01,1.0,,,inf,,,249,1,308,001202
PRALORMO,09_table_01,1.0,,,inf,,,1899,2,1632,001203
PRAMOLLO,09_table_01,1.0,,,inf,,,222,1,185,001204
PRAROSTINO,09_table_01,1.0,,,inf,,,1255,1,1312,001205
PRASCORSANO,09_table_01,1.0,,,inf,,,726,1,637,001206
PRATIGLIONE,09_table_01,1.0,,,inf,,,458,1,359,001207
QUASSOLO,09_table_01,1.0,,,inf,,,339,1,268,001209
QUINCINETTO,09_table_01,1.0,,,inf,,,992,1,908,001210
REANO,09_table_01,1.0,,,inf,,,1753,2,1560,001211
RIBORDONE,09_table_01,1.0,,,inf,,,49,1,51,001212
RIVA PRESSO CHIERI,09_table_01,1.0,,,inf,,,4750,4,3921,001215
RIVARA,09_table_01,1.0,,,inf,,,2496,3,2109,001216
RIVAROLO CANAVESE,09_table_01,1.0,,,inf,,,12280,12,10720,001217
RIVOLI,09_table_01,1.0,,SUP,,,,47481,48,40570,001219
ROBASSOMERO,09_table_01,1.0,,,inf,,,3052,3,2625,001220
ROCCA CANAVESE,09_table_01,1.0,,,inf,,,1667,2,1384,001221
ROLETTO,09_table_01,1.0,,,inf,,,1988,2,1633,001222
ROMANO CANAVESE,09_table_01,1.0,,,inf,,,2642,3,2476,001223
RONDISSONE,09_table_01,1.0,,,inf,,,1849,2,1800,001225
RORA',09_table_01,1.0,,,inf,,,227,1,555,001226
RUBIANA,09_table_01,1.0,,,inf,,,2391,2,2120,001229
RUEGLIO,09_table_01,1.0,,,inf,,,788,1,773,001230
SALASSA,09_table_01,1.0,,,inf,,,1792,2,1554,001231
SALBERTRAND,09_table_01,1.0,,,inf,,,605,1,466,001232
SALZA DI PINEROLO,09_table_01,1.0,,,inf,,,74,1,59,001234
SAN CARLO CANAVESE,09_table_01,1.0,,,inf,,,4010,4,3298,001237
SAN COLOMBANO BELMONTE,09_table_01,1.0,,,inf,,,358,1,309,001238
SAN DIDERO,09_table_01,1.0,,,inf,,,516,1,445,001239
SAN FRANCESCO AL CAMPO,09_table_01,1.0,,,inf,,,4847,4,4080,001240
SAN GERMANO CHISONE,09_table_01,1.0,,,inf,,,1691,2,1416,001242
SAN GILLIO,09_table_01,1.0,,,inf,,,3217,3,2743,001243
SAN GIORGIO CANAVESE,09_table_01,1.0,,,inf,,,2534,3,2199,001244
SAN GIORIO DI SUSA,09_table_01,1.0,,,inf,,,987,1,834,001245
SAN MARTINO CANAVESE,10_table_01,1.0,,,inf,,,811,2,724,001247
SAN PIETRO VAL LEMINA,10_table_01,1.0,,,inf,,,1457,2,1179,001250
SAN PONSO,10_table_01,1.0,,,inf,,,248,1,211,001251
SAN RAFFAELE CIMENA,10_table_01,1.0,,,inf,,,3146,3,2545,001252
SAN SEBASTIANO DA PO,10_table_01,1.0,,,inf,,,1861,2,1546,001253
SAN SECONDO DI PINEROLO,10_table_01,1.0,,,inf,,,3597,3,3585,001254
SANGANO,10_table_01,1.0,,,inf,,,3686,3,3188,001241
SANT'AMBROGIO DI TORINO,10_table_01,1.0,,,inf,,,4597,4,3717,001255
SANT'ANTONINO DI SUSA,10_table_01,1.0,,,inf,,,4064,3,3469,001256
SAUZE D'OULX,10_table_01,1.0,,,inf,,,1043,1,889,001259
SAUZE DI CESANA,10_table_01,1.0,,,inf,,,251,1,214,001258
SCIOLZE,10_table_01,1.0,,,inf,,,1463,2,1276,001262
SETTIMO TORINESE,10_table_01,1.0,,SUP,,,,46056,45,38310,001265
SETTIMO VITTONE,10_table_01,1.0,,,inf,,,1491,2,1309,001266
SPARONE,10_table_01,1.0,,,inf,,,928,1,811,001267
STRAMBINELLO,10_table_01,1.0,,,inf,,,260,1,219,001268
STRAMBINO,10_table_01,1.0,,,inf,,,6080,8,5505,001269
SUSA,10_table_01,1.0,,,inf,,,5940,8,5123,001270
TAVAGNASCO,10_table_01,1.0,,,inf,,,745,1,590,001271
TORRAZZA PIEMONTE,10_table_01,1.0,,,inf,,,3000,3,2812,001273
TORRE PELLICE,10_table_01,1.0,,,inf,,,4591,5,3667,001275
TRAVERSELLA,10_table_01,1.0,,,inf,,,319,1,259,001278
TRAVES,10_table_01,1.0,,,inf,,,486,1,444,001279
USSEAUX,10_table_01,1.0,,,inf,,,178,1,176,001281
USSEGLIO,10_table_01,1.0,,,inf,,,195,1,187,001282
VAIE,10_table_01,1.0,,,inf,,,1389,1,1105,001283
VAL DI CHY,10_table_01,1.0,,,inf,,,1235,1,1144,001317
VALCHIUSA,10_table_01,1.0,,,inf,,,1003,1,1025,001318
VALLO TORINESE,10_table_01,1.0,,,inf,,,780,1,644,001286
VALPRATO SOANA,10_table_01,1.0,,,inf,,,90,1,199,001288
VARISELLA,10_table_01,1.0,,,inf,,,850,1,700,001289
VAUDA CANAVESE,10_table_01,1.0,,,inf,,,1435,2,1240,001290
VEROLENGO,10_table_01,1.0,,,inf,,,4782,6,4313,001293
VERRUA SAVOIA,10_table_01,1.0,,,inf,,,1341,2,1126,001294
VESTIGNE',10_table_01,1.0,,,inf,,,753,2,682,001295
VIALFRE',10_table_01,1.0,,,inf,,,257,1,207,001296
VIDRACCO,10_table_01,1.0,,,inf,,,482,1,433,001298
VILLAFRANCA PIEMONTE,10_table_01,1.0,,,inf,,,4562,4,4782,001300
VILLANOVA CANAVESE,10_table_01,1.0,,,inf,,,1205,1,1026,001301
VILLAR DORA,10_table_01,1.0,,,inf,,,2795,3,2388,001303
VILLAR FOCCHIARDO,10_table_01,1.0,,,inf,,,1955,2,1746,001305
VILLAR PELLICE,10_table_01,1.0,,,inf,,,1047,2,888,001306
VILLAR PEROSA,10_table_01,1.0,,,inf,,,3898,4,3557,001307
VILLARBASSE,10_table_01,1.0,,,inf,,,3500,3,3023,001302
VILLAREGGIA,10_table_01,1.0,,,inf,,,996,1,796,001304
VILLASTELLONE,10_table_01,1.0,,,inf,,,4472,5,3736,001308
VINOVO,10_table_01,1.0,,SUP,,,,15154,11,12737,001309
VISCHE,10_table_01,1.0,,,inf,,,1196,2,1217,001311
VIU',10_table_01,1.0,,,inf,,,1023,2,914,001313
VOLVERA,10_table_01,1.0,,,inf,,,8521,8,7514,001315
ANTRONA SCHIERANCO,10_table_02,1.0,,,inf,,,400,1,398,103001
ANZOLA D'OSSOLA,10_table_02,1.0,,,inf,,,381,1,345,103002
ARIZZANO,10_table_02,1.0,,,inf,,,1941,2,1647,103003
AROLA,10_table_02,1.0,,,inf,,,241,1,207,103004
AURANO,10_table_02,1.0,,,inf,,,103,1,95,103005
BACENO,10_table_02,1.0,,,inf,,,869,2,738,103006
BANNIO ANZINO,10_table_02,1.0,,,inf,,,476,1,488,103007
BEE,10_table_02,1.0,,,inf,,,758,1,667,103009
CAMBIASCA,10_table_02,1.0,,,inf,,,1568,3,1417,103015
CANNERO RIVIERA,10_table_02,1.0,,,inf,,,910,2,752,103016
CANNOBIO,10_table_02,1.0,,,inf,,,5000,7,5228,103017
CAPREZZO,10_table_02,1.0,,,inf,,,171,1,157,103018
CASALE CORTE CERRO,10_table_02,1.0,,,inf,,,3385,4,2981,103019
CEPPO MORELLI,10_table_02,1.0,,,inf,,,301,1,312,103021
COSSOGNO,10_table_02,1.0,,,inf,,,668,1,561,103023
CRAVEGGIA,10_table_02,1.0,,,inf,,,758,1,632,103024
CRODO,10_table_02,1.0,,,inf,,,1419,2,1357,103026
GERMAGNO,10_table_02,1.0,,,inf,,,181,1,177,103032
GHIFFA,10_table_02,1.0,,,inf,,,2294,2,2117,103033
GIGNESE,10_table_02,1.0,,,inf,*,,1055,2,942,103034
GRAVELLONA TOCE,10_table_02,1.0,,,inf,,,7671,8,6287,103035
GURRO,10_table_02,1.0,,,inf,*,,190,1,311,103036
INTRAGNA,10_table_02,1.0,,,inf,,,100,1,71,103037
VERBANIA,10_table_02,1.0,CAP,SUP,,,,29856,30,26753,103072
LOREGLIA,11_table_01,1.0,,,inf,,,217,1,187,103038
MADONNA DEL SASSO,11_table_01,1.0,,,inf,,,371,1,327,103040
MALESCO,11_table_01,1.0,,,inf,,,1360,3,1279,103041
MASERA,11_table_01,1.0,,,inf,,,1476,2,1227,103042
MASSIOLA,11_table_01,1.0,,,inf,,,117,1,97,103043
MERGOZZO,11_table_01,1.0,,,inf,,,2156,3,1807,103044
MIAZZINA,11_table_01,1.0,,,inf,,,368,1,316,103045
MONTECRESTESE,11_table_01,1.0,,,inf,,,1273,2,1239,103046
